data/赵丽颖/zhaoliying/zhaoliying_0001.wav	大【da4】家【jia1】晚上好【hao3】，我是赵丽颖。
data/赵丽颖/zhaoliying/zhaoliying_0002.wav	这是我第1次在公众场【chang3】合【he2】用演讲这种【zhong3】方式。
data/赵丽颖/zhaoliying/zhaoliying_0003.wav	来和【he2】大【da4】家【jia1】交流。
data/赵丽颖/zhaoliying/zhaoliying_0004.wav	是我人生的【de】第1次。
data/赵丽颖/zhaoliying/zhaoliying_0005.wav	我不善言辞我只【zhi3】能【neng2】。
data/赵丽颖/zhaoliying/zhaoliying_0006.wav	真诚的【de】跟大【da4】家【jia1】去讲述我的【de】一些感悟和【he2】体【ti3】会【hui4】。
data/赵丽颖/zhaoliying/zhaoliying_0007.wav	也感谢腾讯星空【kong1】这个【ge4】舞台【tai2】。
data/赵丽颖/zhaoliying/zhaoliying_0008.wav	让我和【he2】大【da4】家【jia1】可【ke3】以一起分【fen1】享我心中【zhong1】小小的【de】英雄主义。
data/赵丽颖/zhaoliying/zhaoliying_0009.wav	还【hai2】是以摔跤吧，爸爸这个【ge4】没【mei2】开通【tong1】，因为【wei4】我确实看【kan4】了【le】。
data/赵丽颖/zhaoliying/zhaoliying_0010.wav	电影所具体【ti3】表达的【de】内容呢【ne】，我也不细说【shuo1】，因为【wei4】网上专业的【de】点评很精彩，想必大【da4】家【jia1】也都【dou1】知道了【le】，我想说【shuo1】的【de】是。
data/赵丽颖/zhaoliying/zhaoliying_0011.wav	换作【zuo4】在以前。
data/赵丽颖/zhaoliying/zhaoliying_0012.wav	我会【hui4】把【ba3】自己带一个【ge4】女儿的【de】这个【ge4】角色【se4】。
data/赵丽颖/zhaoliying/zhaoliying_0013.wav	顽强【qiang2】励志。
data/赵丽颖/zhaoliying/zhaoliying_0014.wav	但是现在来看【kan4】呢【ne】。
data/赵丽颖/zhaoliying/zhaoliying_0015.wav	我更【geng4】愿意进入爸爸的【de】世界。
data/赵丽颖/zhaoliying/zhaoliying_0016.wav	因为【wei4】我爸爸也是我心目中【zhong1】的【de】英雄。
data/赵丽颖/zhaoliying/zhaoliying_0017.wav	阿【a1】米尔汗是优秀的【de】演员【yuan2】。
data/赵丽颖/zhaoliying/zhaoliying_0018.wav	他所诠释的【de】这个【ge4】父亲【qin1】，在剧中【zhong1】是让女儿完成自己的【de】英雄梦。
data/赵丽颖/zhaoliying/zhaoliying_0019.wav	女儿承担着【zhe】父亲【qin1】的【de】梦想，顽强【qiang2】励志。
data/赵丽颖/zhaoliying/zhaoliying_0020.wav	而父亲【qin1】把【ba3】自己的【de】梦想上升到转【zhuan3】变妇女地【de】位的【de】一个【ge4】高度【du4】。
data/赵丽颖/zhaoliying/zhaoliying_0021.wav	父亲【qin1】的【de】责任【ren4】感使命感，深深的【de】打【da3】动了【le】我。
data/赵丽颖/zhaoliying/zhaoliying_0022.wav	他不是自私的【de】。
data/赵丽颖/zhaoliying/zhaoliying_0023.wav	是大【da4】我战胜了【le】小我。
data/赵丽颖/zhaoliying/zhaoliying_0024.wav	真正【zheng4】做到了【le】担当【dang1】和【he2】责任【ren4】。
data/赵丽颖/zhaoliying/zhaoliying_0025.wav	我眼中【zhong1】的【de】英雄是有【you3】使命感的【de】。
