	
data/赵丽颖/zhaoliying/zhaoliying_0001.wav	大家晚上好，我是赵丽颖。
data/赵丽颖/zhaoliying/zhaoliying_0002.wav	这是我第1次在公众场合用演讲这种方式。
data/赵丽颖/zhaoliying/zhaoliying_0003.wav	来和大家交流。
data/赵丽颖/zhaoliying/zhaoliying_0004.wav	是我人生的第1次。
data/赵丽颖/zhaoliying/zhaoliying_0005.wav	我不善言辞我只能。
data/赵丽颖/zhaoliying/zhaoliying_0006.wav	真诚的跟大家去讲述我的一些感悟和体会。
data/赵丽颖/zhaoliying/zhaoliying_0007.wav	也感谢腾讯星空这个舞台。
data/赵丽颖/zhaoliying/zhaoliying_0008.wav	让我和大家可以一起分享我心中小小的英雄主义。
data/赵丽颖/zhaoliying/zhaoliying_0009.wav	还是以摔跤吧，爸爸这个没开通，因为我确实看了。
data/赵丽颖/zhaoliying/zhaoliying_0010.wav	电影所具体表达的内容呢，我也不细说，因为网上专业的点评很精彩，想必大家也都知道了，我想说的是。
data/赵丽颖/zhaoliying/zhaoliying_0011.wav	换作在以前。
data/赵丽颖/zhaoliying/zhaoliying_0012.wav	我会把自己带一个女儿的这个角色。
data/赵丽颖/zhaoliying/zhaoliying_0013.wav	顽强励志。
data/赵丽颖/zhaoliying/zhaoliying_0014.wav	但是现在来看呢。
data/赵丽颖/zhaoliying/zhaoliying_0015.wav	
data/赵丽颖/zhaoliying/zhaoliying_0015.wav	我更愿意进入爸爸的世界。
data/赵丽颖/zhaoliying/zhaoliying_0016.wav	
data/赵丽颖/zhaoliying/zhaoliying_0016.wav	因为我爸爸也是我心目中的英雄。
data/赵丽颖/zhaoliying/zhaoliying_0017.wav	
data/赵丽颖/zhaoliying/zhaoliying_0017.wav	阿米尔汗是优秀的演员。
data/赵丽颖/zhaoliying/zhaoliying_0018.wav	他所诠释的这个父亲，在剧中是让女儿完成自己的英雄梦。
data/赵丽颖/zhaoliying/zhaoliying_0019.wav	
data/赵丽颖/zhaoliying/zhaoliying_0019.wav	女儿承担着父亲的梦想，顽强励志。
data/赵丽颖/zhaoliying/zhaoliying_0020.wav	而父亲把自己的梦想上升到转变妇女地位的一个高度。
data/赵丽颖/zhaoliying/zhaoliying_0021.wav	
data/赵丽颖/zhaoliying/zhaoliying_0021.wav	父亲的责任感使命感，深深的打动了我。
data/赵丽颖/zhaoliying/zhaoliying_0022.wav	
data/赵丽颖/zhaoliying/zhaoliying_0022.wav	他不是自私的。
data/赵丽颖/zhaoliying/zhaoliying_0023.wav	是大我战胜了小我。
data/赵丽颖/zhaoliying/zhaoliying_0024.wav	
data/赵丽颖/zhaoliying/zhaoliying_0024.wav	真正做到了担当和责任。
data/赵丽颖/zhaoliying/zhaoliying_0025.wav	
